booking_id,date,year,month,month_name,season,day_of_week,day_name,is_weekend,is_public_holiday,time_slot,slot_hour,service_duration_mins,lead_time_days,customer_id,is_repeat_customer,is_cancelled,is_noshow,attended
BK00243,2024-05-03,2024,5,May,Spring,4,Friday,0,0,17:00,17,45,2,RC0033,1,1,0,0
BK00244,2024-05-03,2024,5,May,Spring,4,Friday,0,0,18:00,18,45,3,NC0025,0,0,0,1
BK00245,2024-05-04,2024,5,May,Spring,5,Saturday,1,0,10:00,10,45,6,NC0262,0,1,0,0
BK00246,2024-05-04,2024,5,May,Spring,5,Saturday,1,0,10:00,10,120,7,RC0026,1,0,0,1
BK00247,2024-05-05,2024,5,May,Spring,6,Sunday,1,0,10:00,10,60,7,RC0023,1,0,0,1
BK00248,2024-05-05,2024,5,May,Spring,6,Sunday,1,0,11:00,11,45,0,NC0024,0,0,0,1
BK00249,2024-05-05,2024,5,May,Spring,6,Sunday,1,0,14:00,14,30,7,NC0191,0,0,0,1
BK00250,2024-05-05,2024,5,May,Spring,6,Sunday,1,0,15:00,15,60,5,RC0062,1,1,0,0
BK00251,2024-05-05,2024,5,May,Spring,6,Sunday,1,0,17:00,17,90,2,NC0082,0,0,0,1
BK00252,2024-05-06,2024,5,May,Spring,0,Monday,0,1,10:00,10,30,10,NC0373,0,0,0,1
BK00253,2024-05-06,2024,5,May,Spring,0,Monday,0,1,11:00,11,60,5,NC0269,0,0,0,1
BK00254,2024-05-06,2024,5,May,Spring,0,Monday,0,1,15:00,15,60,0,NC0314,0,1,0,0
BK00255,2024-05-07,2024,5,May,Spring,1,Tuesday,0,0,18:00,18,90,3,RC0001,1,0,0,1
BK00256,2024-05-08,2024,5,May,Spring,2,Wednesday,0,0,11:00,11,45,6,NC0115,0,0,0,1
BK00257,2024-05-08,2024,5,May,Spring,2,Wednesday,0,0,15:00,15,60,2,NC0002,0,0,0,1
BK00258,2024-05-08,2024,5,May,Spring,2,Wednesday,0,0,18:00,18,45,3,RC0018,1,0,0,1
BK00259,2024-05-08,2024,5,May,Spring,2,Wednesday,0,0,19:00,19,60,2,NC0111,0,0,1,0
BK00260,2024-05-10,2024,5,May,Spring,4,Friday,0,0,15:00,15,45,5,NC0355,0,0,0,1
BK00261,2024-05-10,2024,5,May,Spring,4,Friday,0,0,18:00,18,60,4,NC0281,0,0,0,1
BK00262,2024-05-10,2024,5,May,Spring,4,Friday,0,0,18:00,18,90,3,NC0149,0,1,0,0
BK00263,2024-05-11,2024,5,May,Spring,5,Saturday,1,0,14:00,14,30,6,RC0021,1,1,0,0
BK00264,2024-05-11,2024,5,May,Spring,5,Saturday,1,0,16:00,16,90,2,RC0046,1,0,0,1
BK00265,2024-05-11,2024,5,May,Spring,5,Saturday,1,0,19:00,19,45,3,NC0357,0,0,0,1
BK00266,2024-05-12,2024,5,May,Spring,6,Sunday,1,0,12:00,12,120,7,NC0227,0,0,0,1
BK00267,2024-05-14,2024,5,May,Spring,1,Tuesday,0,0,12:00,12,45,1,NC0270,0,1,0,0
BK00268,2024-05-15,2024,5,May,Spring,2,Wednesday,0,0,10:00,10,60,2,NC0229,0,0,0,1
BK00269,2024-05-15,2024,5,May,Spring,2,Wednesday,0,0,11:00,11,90,7,NC0196,0,0,0,1
BK00270,2024-05-16,2024,5,May,Spring,3,Thursday,0,0,09:00,9,60,6,NC0110,0,1,0,0
BK00271,2024-05-17,2024,5,May,Spring,4,Friday,0,0,17:00,17,45,1,NC0055,0,0,0,1
BK00272,2024-05-17,2024,5,May,Spring,4,Friday,0,0,18:00,18,45,2,NC0016,0,1,0,0
BK00273,2024-05-17,2024,5,May,Spring,4,Friday,0,0,19:00,19,45,1,NC0280,0,0,0,1
BK00274,2024-05-18,2024,5,May,Spring,5,Saturday,1,0,10:00,10,60,5,NC0006,0,0,1,0
BK00275,2024-05-18,2024,5,May,Spring,5,Saturday,1,0,11:00,11,120,3,NC0177,0,0,0,1
BK00276,2024-05-18,2024,5,May,Spring,5,Saturday,1,0,12:00,12,45,3,NC0130,0,0,0,1
BK00277,2024-05-18,2024,5,May,Spring,5,Saturday,1,0,19:00,19,30,3,NC0052,0,1,0,0
BK00278,2024-05-19,2024,5,May,Spring,6,Sunday,1,0,10:00,10,60,2,RC0041,1,0,0,1
BK00279,2024-05-19,2024,5,May,Spring,6,Sunday,1,0,12:00,12,60,4,RC0043,1,0,0,1
BK00280,2024-05-19,2024,5,May,Spring,6,Sunday,1,0,13:00,13,30,7,NC0144,0,0,0,1
BK00281,2024-05-19,2024,5,May,Spring,6,Sunday,1,0,15:00,15,60,5,RC0003,1,0,0,1
BK00282,2024-05-20,2024,5,May,Spring,0,Monday,0,0,10:00,10,30,6,NC0376,0,0,0,1
BK00283,2024-05-20,2024,5,May,Spring,0,Monday,0,0,14:00,14,90,4,RC0073,1,0,0,1
BK00284,2024-05-20,2024,5,May,Spring,0,Monday,0,0,17:00,17,45,5,NC0266,0,0,0,1
BK00285,2024-05-20,2024,5,May,Spring,0,Monday,0,0,18:00,18,90,0,NC0166,0,0,0,1
BK00286,2024-05-23,2024,5,May,Spring,3,Thursday,0,0,11:00,11,60,0,NC0327,0,0,0,1
BK00287,2024-05-23,2024,5,May,Spring,3,Thursday,0,0,12:00,12,90,1,RC0061,1,0,0,1
BK00288,2024-05-23,2024,5,May,Spring,3,Thursday,0,0,14:00,14,60,1,NC0136,0,0,0,1
BK00289,2024-05-23,2024,5,May,Spring,3,Thursday,0,0,16:00,16,90,4,NC0259,0,0,0,1
BK00290,2024-05-23,2024,5,May,Spring,3,Thursday,0,0,18:00,18,30,2,NC0273,0,0,0,1
BK00291,2024-05-24,2024,5,May,Spring,4,Friday,0,0,15:00,15,60,3,RC0030,1,0,0,1
BK00292,2024-05-24,2024,5,May,Spring,4,Friday,0,0,18:00,18,45,2,NC0146,0,0,1,0
BK00293,2024-05-25,2024,5,May,Spring,5,Saturday,1,0,10:00,10,45,4,NC0162,0,0,0,1
BK00294,2024-05-25,2024,5,May,Spring,5,Saturday,1,0,11:00,11,60,3,NC0387,0,0,0,1
BK00295,2024-05-25,2024,5,May,Spring,5,Saturday,1,0,14:00,14,45,2,NC0083,0,0,0,1
BK00296,2024-05-25,2024,5,May,Spring,5,Saturday,1,0,17:00,17,45,7,RC0001,1,0,0,1
BK00297,2024-05-26,2024,5,May,Spring,6,Sunday,1,0,11:00,11,90,1,NC0306,0,1,0,0
BK00298,2024-05-26,2024,5,May,Spring,6,Sunday,1,0,13:00,13,30,3,NC0266,0,0,0,1
BK00299,2024-05-27,2024,5,May,Spring,0,Monday,0,1,09:00,9,60,7,NC0036,0,0,0,1
BK00300,2024-05-27,2024,5,May,Spring,0,Monday,0,1,12:00,12,90,6,RC0066,1,0,0,1
BK00301,2024-05-27,2024,5,May,Spring,0,Monday,0,1,14:00,14,60,2,NC0388,0,0,0,1
BK00302,2024-05-27,2024,5,May,Spring,0,Monday,0,1,19:00,19,45,1,NC0128,0,0,0,1
BK00303,2024-05-28,2024,5,May,Spring,1,Tuesday,0,0,10:00,10,90,2,RC0028,1,0,0,1
BK00304,2024-05-28,2024,5,May,Spring,1,Tuesday,0,0,15:00,15,60,2,RC0032,1,1,0,0
BK00305,2024-05-28,2024,5,May,Spring,1,Tuesday,0,0,16:00,16,90,4,NC0253,0,0,1,0
BK00306,2024-05-29,2024,5,May,Spring,2,Wednesday,0,0,17:00,17,45,2,NC0017,0,0,0,1
BK00307,2024-05-30,2024,5,May,Spring,3,Thursday,0,0,19:00,19,60,3,RC0030,1,0,0,1
BK00308,2024-05-31,2024,5,May,Spring,4,Friday,0,0,09:00,9,90,1,NC0379,0,1,0,0
BK00309,2024-05-31,2024,5,May,Spring,4,Friday,0,0,17:00,17,45,2,RC0028,1,0,0,1
BK00310,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,09:00,9,45,4,RC0058,1,0,0,1
BK00311,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,10:00,10,60,4,NC0173,0,0,0,1
BK00312,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,11:00,11,60,6,NC0186,0,0,0,1
BK00313,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,13:00,13,30,6,RC0033,1,0,0,1
BK00314,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,14:00,14,60,1,NC0281,0,0,0,1
BK00315,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,15:00,15,90,5,NC0044,0,0,0,1
BK00316,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,16:00,16,45,5,NC0068,0,1,0,0
BK00317,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,17:00,17,60,4,NC0244,0,0,0,1
BK00318,2024-06-01,2024,6,June,Summer,5,Saturday,1,0,18:00,18,45,2,NC0277,0,0,0,1
BK00319,2024-06-02,2024,6,June,Summer,6,Sunday,1,0,15:00,15,30,4,NC0387,0,0,0,1
BK00320,2024-06-03,2024,6,June,Summer,0,Monday,0,0,13:00,13,90,5,NC0265,0,0,0,1
BK00321,2024-06-04,2024,6,June,Summer,1,Tuesday,0,0,11:00,11,120,0,RC0007,1,1,0,0
BK00322,2024-06-05,2024,6,June,Summer,2,Wednesday,0,0,09:00,9,45,2,RC0025,1,1,0,0
BK00323,2024-06-05,2024,6,June,Summer,2,Wednesday,0,0,14:00,14,60,3,NC0102,0,0,0,1
BK00324,2024-06-05,2024,6,June,Summer,2,Wednesday,0,0,19:00,19,30,1,NC0342,0,0,0,1
BK00325,2024-06-06,2024,6,June,Summer,3,Thursday,0,0,10:00,10,60,5,NC0298,0,0,0,1
BK00326,2024-06-06,2024,6,June,Summer,3,Thursday,0,0,17:00,17,60,3,RC0072,1,0,0,1
BK00327,2024-06-07,2024,6,June,Summer,4,Friday,0,0,10:00,10,60,3,NC0098,0,0,0,1
BK00328,2024-06-07,2024,6,June,Summer,4,Friday,0,0,15:00,15,60,3,RC0001,1,0,0,1
BK00329,2024-06-07,2024,6,June,Summer,4,Friday,0,0,16:00,16,60,4,NC0165,0,0,0,1
BK00330,2024-06-08,2024,6,June,Summer,5,Saturday,1,0,10:00,10,120,0,NC0037,0,0,0,1
BK00331,2024-06-08,2024,6,June,Summer,5,Saturday,1,0,11:00,11,30,7,NC0189,0,0,0,1
BK00332,2024-06-08,2024,6,June,Summer,5,Saturday,1,0,11:00,11,120,10,NC0040,0,1,0,0
BK00333,2024-06-08,2024,6,June,Summer,5,Saturday,1,0,14:00,14,45,6,NC0286,0,1,0,0
BK00334,2024-06-08,2024,6,June,Summer,5,Saturday,1,0,16:00,16,45,2,RC0055,1,0,0,1
BK00335,2024-06-08,2024,6,June,Summer,5,Saturday,1,0,17:00,17,90,10,NC0227,0,0,0,1
BK00336,2024-06-09,2024,6,June,Summer,6,Sunday,1,0,14:00,14,30,14,NC0230,0,1,0,0
BK00337,2024-06-09,2024,6,June,Summer,6,Sunday,1,0,15:00,15,45,3,RC0018,1,0,0,1
BK00338,2024-06-09,2024,6,June,Summer,6,Sunday,1,0,16:00,16,90,7,NC0354,0,0,0,1
BK00339,2024-06-10,2024,6,June,Summer,0,Monday,0,0,10:00,10,60,3,NC0048,0,0,1,0
BK00340,2024-06-10,2024,6,June,Summer,0,Monday,0,0,17:00,17,45,3,NC0020,0,1,0,0
BK00341,2024-06-10,2024,6,June,Summer,0,Monday,0,0,18:00,18,45,4,NC0179,0,0,0,1
BK00342,2024-06-12,2024,6,June,Summer,2,Wednesday,0,0,18:00,18,30,2,NC0377,0,0,0,1
BK00343,2024-06-13,2024,6,June,Summer,3,Thursday,0,0,11:00,11,45,1,RC0004,1,0,0,1
BK00344,2024-06-13,2024,6,June,Summer,3,Thursday,0,0,15:00,15,90,5,NC0080,0,1,0,0
BK00345,2024-06-13,2024,6,June,Summer,3,Thursday,0,0,16:00,16,90,6,NC0076,0,1,0,0
BK00346,2024-06-14,2024,6,June,Summer,4,Friday,0,0,18:00,18,30,1,NC0338,0,0,0,1
BK00347,2024-06-14,2024,6,June,Summer,4,Friday,0,0,18:00,18,30,6,NC0261,0,0,0,1
BK00348,2024-06-14,2024,6,June,Summer,4,Friday,0,0,19:00,19,60,2,RC0065,1,1,0,0
BK00349,2024-06-15,2024,6,June,Summer,5,Saturday,1,0,11:00,11,60,3,NC0321,0,0,0,1
BK00350,2024-06-15,2024,6,June,Summer,5,Saturday,1,0,14:00,14,45,6,RC0079,1,0,0,1
BK00351,2024-06-15,2024,6,June,Summer,5,Saturday,1,0,15:00,15,30,5,NC0230,0,0,0,1
BK00352,2024-06-15,2024,6,June,Summer,5,Saturday,1,0,18:00,18,45,10,NC0269,0,0,0,1
BK00353,2024-06-16,2024,6,June,Summer,6,Sunday,1,0,10:00,10,60,2,RC0069,1,0,0,1
BK00354,2024-06-17,2024,6,June,Summer,0,Monday,0,0,17:00,17,30,2,NC0252,0,0,0,1
BK00355,2024-06-18,2024,6,June,Summer,1,Tuesday,0,0,10:00,10,30,5,NC0104,0,0,0,1
BK00356,2024-06-18,2024,6,June,Summer,1,Tuesday,0,0,18:00,18,45,2,NC0293,0,0,0,1
BK00357,2024-06-19,2024,6,June,Summer,2,Wednesday,0,0,11:00,11,120,3,NC0266,0,1,0,0
BK00358,2024-06-19,2024,6,June,Summer,2,Wednesday,0,0,15:00,15,30,2,RC0039,1,0,0,1
BK00359,2024-06-19,2024,6,June,Summer,2,Wednesday,0,0,18:00,18,30,3,NC0047,0,0,0,1
BK00360,2024-06-20,2024,6,June,Summer,3,Thursday,0,0,16:00,16,60,5,NC0373,0,0,0,1
BK00361,2024-06-20,2024,6,June,Summer,3,Thursday,0,0,17:00,17,45,2,NC0172,0,1,0,0
BK00362,2024-06-20,2024,6,June,Summer,3,Thursday,0,0,19:00,19,60,1,NC0215,0,0,0,1
BK00363,2024-06-21,2024,6,June,Summer,4,Friday,0,0,09:00,9,90,0,NC0104,0,1,0,0
BK00364,2024-06-21,2024,6,June,Summer,4,Friday,0,0,11:00,11,45,6,NC0312,0,0,0,1
BK00365,2024-06-21,2024,6,June,Summer,4,Friday,0,0,13:00,13,45,6,NC0126,0,0,0,1
BK00366,2024-06-21,2024,6,June,Summer,4,Friday,0,0,15:00,15,60,3,NC0342,0,0,1,0
BK00367,2024-06-21,2024,6,June,Summer,4,Friday,0,0,16:00,16,60,4,NC0083,0,0,0,1
BK00368,2024-06-21,2024,6,June,Summer,4,Friday,0,0,18:00,18,45,1,NC0166,0,1,0,0
BK00369,2024-06-21,2024,6,June,Summer,4,Friday,0,0,19:00,19,45,2,NC0169,0,0,0,1
BK00370,2024-06-22,2024,6,June,Summer,5,Saturday,1,0,09:00,9,30,5,NC0323,0,0,0,1
BK00371,2024-06-22,2024,6,June,Summer,5,Saturday,1,0,10:00,10,60,5,NC0067,0,0,0,1
BK00372,2024-06-22,2024,6,June,Summer,5,Saturday,1,0,13:00,13,30,6,NC0061,0,0,0,1
BK00373,2024-06-22,2024,6,June,Summer,5,Saturday,1,0,18:00,18,45,10,RC0043,1,0,1,0
BK00374,2024-06-22,2024,6,June,Summer,5,Saturday,1,0,19:00,19,30,5,RC0059,1,0,0,1
BK00375,2024-06-23,2024,6,June,Summer,6,Sunday,1,0,11:00,11,30,5,NC0162,0,0,0,1
BK00376,2024-06-24,2024,6,June,Summer,0,Monday,0,0,11:00,11,90,2,RC0064,1,0,0,1
BK00377,2024-06-24,2024,6,June,Summer,0,Monday,0,0,12:00,12,60,7,RC0005,1,1,0,0
BK00378,2024-06-24,2024,6,June,Summer,0,Monday,0,0,15:00,15,45,6,NC0376,0,0,0,1
BK00379,2024-06-24,2024,6,June,Summer,0,Monday,0,0,16:00,16,30,4,NC0265,0,0,0,1
BK00380,2024-06-24,2024,6,June,Summer,0,Monday,0,0,19:00,19,60,4,NC0352,0,0,0,1
BK00381,2024-06-25,2024,6,June,Summer,1,Tuesday,0,0,09:00,9,60,2,NC0382,0,0,0,1
BK00382,2024-06-25,2024,6,June,Summer,1,Tuesday,0,0,11:00,11,45,4,RC0041,1,1,0,0
BK00383,2024-06-25,2024,6,June,Summer,1,Tuesday,0,0,12:00,12,45,3,NC0287,0,0,0,1
BK00384,2024-06-25,2024,6,June,Summer,1,Tuesday,0,0,13:00,13,30,3,NC0146,0,0,0,1
BK00385,2024-06-26,2024,6,June,Summer,2,Wednesday,0,0,16:00,16,60,3,NC0358,0,0,0,1
BK00386,2024-06-27,2024,6,June,Summer,3,Thursday,0,0,16:00,16,60,2,NC0055,0,0,0,1
BK00387,2024-06-28,2024,6,June,Summer,4,Friday,0,0,11:00,11,45,4,NC0279,0,0,0,1
BK00388,2024-06-28,2024,6,June,Summer,4,Friday,0,0,16:00,16,60,4,NC0036,0,0,0,1
BK00389,2024-06-28,2024,6,June,Summer,4,Friday,0,0,17:00,17,60,0,NC0032,0,0,0,1
BK00390,2024-06-28,2024,6,June,Summer,4,Friday,0,0,18:00,18,60,1,NC0163,0,0,0,1
BK00391,2024-06-29,2024,6,June,Summer,5,Saturday,1,0,09:00,9,60,5,NC0046,0,0,0,1
BK00392,2024-06-29,2024,6,June,Summer,5,Saturday,1,0,10:00,10,60,0,NC0028,0,0,1,0
BK00393,2024-06-29,2024,6,June,Summer,5,Saturday,1,0,12:00,12,120,2,RC0047,1,0,0,1
BK00394,2024-06-29,2024,6,June,Summer,5,Saturday,1,0,15:00,15,60,10,RC0054,1,0,0,1
BK00395,2024-06-29,2024,6,June,Summer,5,Saturday,1,0,19:00,19,30,5,RC0053,1,1,0,0
BK00396,2024-06-30,2024,6,June,Summer,6,Sunday,1,0,11:00,11,60,6,NC0385,0,1,0,0
BK00397,2024-07-01,2024,7,July,Summer,0,Monday,0,0,18:00,18,30,0,NC0297,0,0,0,1
BK00398,2024-07-03,2024,7,July,Summer,2,Wednesday,0,0,09:00,9,90,3,NC0121,0,0,0,1
BK00399,2024-07-03,2024,7,July,Summer,2,Wednesday,0,0,10:00,10,60,5,RC0020,1,0,0,1
BK00400,2024-07-03,2024,7,July,Summer,2,Wednesday,0,0,19:00,19,60,1,NC0007,0,0,0,1
BK00401,2024-07-04,2024,7,July,Summer,3,Thursday,0,0,11:00,11,90,3,RC0046,1,0,0,1
BK00402,2024-07-05,2024,7,July,Summer,4,Friday,0,0,17:00,17,60,1,NC0067,0,0,0,1
BK00403,2024-07-05,2024,7,July,Summer,4,Friday,0,0,18:00,18,90,2,NC0328,0,0,0,1
BK00404,2024-07-06,2024,7,July,Summer,5,Saturday,1,0,10:00,10,60,6,NC0142,0,0,1,0
BK00405,2024-07-06,2024,7,July,Summer,5,Saturday,1,0,11:00,11,60,3,RC0063,1,0,0,1
BK00406,2024-07-06,2024,7,July,Summer,5,Saturday,1,0,16:00,16,45,6,RC0001,1,0,0,1
BK00407,2024-07-07,2024,7,July,Summer,6,Sunday,1,0,10:00,10,60,4,NC0400,0,0,0,1
BK00408,2024-07-07,2024,7,July,Summer,6,Sunday,1,0,12:00,12,60,2,NC0332,0,0,1,0
BK00409,2024-07-07,2024,7,July,Summer,6,Sunday,1,0,19:00,19,45,2,NC0250,0,0,1,0
BK00410,2024-07-08,2024,7,July,Summer,0,Monday,0,0,09:00,9,45,2,NC0304,0,0,0,1
BK00411,2024-07-08,2024,7,July,Summer,0,Monday,0,0,14:00,14,30,0,RC0044,1,0,0,1
BK00412,2024-07-08,2024,7,July,Summer,0,Monday,0,0,19:00,19,45,5,NC0242,0,1,0,0
BK00413,2024-07-09,2024,7,July,Summer,1,Tuesday,0,0,10:00,10,30,5,NC0158,0,0,0,1
BK00414,2024-07-09,2024,7,July,Summer,1,Tuesday,0,0,11:00,11,90,3,NC0059,0,0,0,1
BK00415,2024-07-09,2024,7,July,Summer,1,Tuesday,0,0,16:00,16,45,3,NC0295,0,0,0,1
BK00416,2024-07-10,2024,7,July,Summer,2,Wednesday,0,0,11:00,11,45,0,NC0042,0,1,0,0
BK00417,2024-07-10,2024,7,July,Summer,2,Wednesday,0,0,18:00,18,30,2,NC0268,0,1,0,0
BK00418,2024-07-11,2024,7,July,Summer,3,Thursday,0,0,12:00,12,30,2,NC0155,0,0,0,1
BK00419,2024-07-11,2024,7,July,Summer,3,Thursday,0,0,17:00,17,90,3,RC0015,1,0,0,1
BK00420,2024-07-11,2024,7,July,Summer,3,Thursday,0,0,19:00,19,30,1,NC0146,0,0,0,1
BK00421,2024-07-12,2024,7,July,Summer,4,Friday,0,0,13:00,13,60,3,NC0370,0,0,0,1
BK00422,2024-07-12,2024,7,July,Summer,4,Friday,0,0,18:00,18,45,2,RC0028,1,1,0,0
BK00423,2024-07-13,2024,7,July,Summer,5,Saturday,1,0,09:00,9,30,4,NC0104,0,0,0,1
BK00424,2024-07-13,2024,7,July,Summer,5,Saturday,1,0,10:00,10,90,2,NC0310,0,0,0,1
BK00425,2024-07-13,2024,7,July,Summer,5,Saturday,1,0,12:00,12,60,4,NC0303,0,1,0,0
BK00426,2024-07-13,2024,7,July,Summer,5,Saturday,1,0,13:00,13,60,3,NC0127,0,0,0,1
BK00427,2024-07-13,2024,7,July,Summer,5,Saturday,1,0,15:00,15,30,6,NC0376,0,0,0,1
BK00428,2024-07-15,2024,7,July,Summer,0,Monday,0,0,11:00,11,45,3,NC0171,0,0,0,1
BK00429,2024-07-15,2024,7,July,Summer,0,Monday,0,0,17:00,17,45,5,NC0264,0,0,0,1
BK00430,2024-07-15,2024,7,July,Summer,0,Monday,0,0,18:00,18,45,1,NC0188,0,0,0,1
BK00431,2024-07-16,2024,7,July,Summer,1,Tuesday,0,0,14:00,14,90,2,NC0116,0,0,0,1
BK00432,2024-07-16,2024,7,July,Summer,1,Tuesday,0,0,17:00,17,60,4,NC0348,0,0,0,1
BK00433,2024-07-17,2024,7,July,Summer,2,Wednesday,0,0,11:00,11,90,1,NC0045,0,0,0,1
BK00434,2024-07-17,2024,7,July,Summer,2,Wednesday,0,0,16:00,16,60,7,NC0278,0,0,0,1
BK00435,2024-07-17,2024,7,July,Summer,2,Wednesday,0,0,17:00,17,90,1,RC0003,1,0,0,1
BK00436,2024-07-17,2024,7,July,Summer,2,Wednesday,0,0,18:00,18,45,2,NC0168,0,0,0,1
BK00437,2024-07-18,2024,7,July,Summer,3,Thursday,0,0,11:00,11,120,3,NC0117,0,0,1,0
BK00438,2024-07-18,2024,7,July,Summer,3,Thursday,0,0,14:00,14,30,3,NC0365,0,0,0,1
BK00439,2024-07-19,2024,7,July,Summer,4,Friday,0,0,12:00,12,90,7,RC0064,1,1,0,0
BK00440,2024-07-19,2024,7,July,Summer,4,Friday,0,0,17:00,17,45,7,NC0387,0,1,0,0
BK00441,2024-07-19,2024,7,July,Summer,4,Friday,0,0,18:00,18,30,1,NC0227,0,0,1,0
BK00442,2024-07-20,2024,7,July,Summer,5,Saturday,1,0,10:00,10,30,6,NC0347,0,0,0,1
BK00443,2024-07-20,2024,7,July,Summer,5,Saturday,1,0,11:00,11,60,10,NC0029,0,1,0,0
BK00444,2024-07-20,2024,7,July,Summer,5,Saturday,1,0,15:00,15,60,3,NC0227,0,0,0,1
BK00445,2024-07-20,2024,7,July,Summer,5,Saturday,1,0,18:00,18,30,14,NC0269,0,0,0,1
BK00446,2024-07-22,2024,7,July,Summer,0,Monday,0,0,09:00,9,60,3,NC0148,0,0,0,1
BK00447,2024-07-22,2024,7,July,Summer,0,Monday,0,0,18:00,18,30,4,NC0009,0,1,0,0
BK00448,2024-07-23,2024,7,July,Summer,1,Tuesday,0,0,19:00,19,45,1,NC0353,0,1,0,0
BK00449,2024-07-24,2024,7,July,Summer,2,Wednesday,0,0,11:00,11,60,1,NC0053,0,0,0,1
BK00450,2024-07-25,2024,7,July,Summer,3,Thursday,0,0,11:00,11,90,4,RC0057,1,0,0,1
BK00451,2024-07-25,2024,7,July,Summer,3,Thursday,0,0,12:00,12,60,1,NC0114,0,0,0,1
BK00452,2024-07-25,2024,7,July,Summer,3,Thursday,0,0,13:00,13,60,4,NC0218,0,1,0,0
BK00453,2024-07-25,2024,7,July,Summer,3,Thursday,0,0,17:00,17,45,0,NC0023,0,0,0,1
BK00454,2024-07-25,2024,7,July,Summer,3,Thursday,0,0,19:00,19,30,3,NC0095,0,1,0,0
BK00455,2024-07-26,2024,7,July,Summer,4,Friday,0,0,11:00,11,30,3,NC0124,0,0,0,1
BK00456,2024-07-26,2024,7,July,Summer,4,Friday,0,0,15:00,15,30,10,NC0003,0,0,0,1
BK00457,2024-07-26,2024,7,July,Summer,4,Friday,0,0,18:00,18,45,1,NC0195,0,0,0,1
BK00458,2024-07-27,2024,7,July,Summer,5,Saturday,1,0,12:00,12,60,10,NC0244,0,1,0,0
BK00459,2024-07-27,2024,7,July,Summer,5,Saturday,1,0,16:00,16,90,6,NC0053,0,0,0,1
BK00460,2024-07-27,2024,7,July,Summer,5,Saturday,1,0,17:00,17,60,7,RC0052,1,0,0,1
BK00461,2024-07-28,2024,7,July,Summer,6,Sunday,1,0,11:00,11,60,14,RC0078,1,1,0,0
BK00462,2024-07-28,2024,7,July,Summer,6,Sunday,1,0,14:00,14,30,4,RC0007,1,0,0,1
BK00463,2024-07-28,2024,7,July,Summer,6,Sunday,1,0,16:00,16,60,4,NC0393,0,0,0,1
BK00464,2024-07-29,2024,7,July,Summer,0,Monday,0,0,10:00,10,30,6,NC0221,0,0,0,1
BK00465,2024-07-29,2024,7,July,Summer,0,Monday,0,0,12:00,12,60,1,RC0039,1,0,0,1
BK00466,2024-07-30,2024,7,July,Summer,1,Tuesday,0,0,17:00,17,45,1,NC0175,0,0,0,1
BK00467,2024-07-31,2024,7,July,Summer,2,Wednesday,0,0,12:00,12,90,3,NC0217,0,0,0,1
BK00468,2024-07-31,2024,7,July,Summer,2,Wednesday,0,0,19:00,19,60,2,NC0173,0,0,0,1
BK00469,2024-08-01,2024,8,August,Summer,3,Thursday,0,0,09:00,9,90,3,NC0104,0,0,0,1
BK00470,2024-08-01,2024,8,August,Summer,3,Thursday,0,0,12:00,12,60,4,NC0048,0,0,0,1
BK00471,2024-08-01,2024,8,August,Summer,3,Thursday,0,0,17:00,17,45,1,NC0161,0,0,0,1
BK00472,2024-08-01,2024,8,August,Summer,3,Thursday,0,0,19:00,19,30,2,RC0067,1,0,0,1
BK00473,2024-08-03,2024,8,August,Summer,5,Saturday,1,0,10:00,10,90,5,NC0033,0,0,0,1
BK00474,2024-08-03,2024,8,August,Summer,5,Saturday,1,0,10:00,10,45,4,NC0121,0,0,0,1
BK00475,2024-08-03,2024,8,August,Summer,5,Saturday,1,0,16:00,16,30,4,NC0370,0,0,1,0
BK00476,2024-08-04,2024,8,August,Summer,6,Sunday,1,0,12:00,12,90,5,RC0065,1,0,0,1
BK00477,2024-08-04,2024,8,August,Summer,6,Sunday,1,0,13:00,13,60,5,NC0122,0,0,0,1
BK00478,2024-08-04,2024,8,August,Summer,6,Sunday,1,0,18:00,18,30,4,RC0028,1,0,0,1
BK00479,2024-08-05,2024,8,August,Summer,0,Monday,0,0,19:00,19,60,0,NC0311,0,0,1,0
BK00480,2024-08-06,2024,8,August,Summer,1,Tuesday,0,0,11:00,11,60,4,RC0047,1,0,0,1
BK00481,2024-08-06,2024,8,August,Summer,1,Tuesday,0,0,12:00,12,90,2,NC0131,0,0,0,1
BK00482,2024-08-06,2024,8,August,Summer,1,Tuesday,0,0,14:00,14,45,5,RC0041,1,1,0,0
BK00483,2024-08-07,2024,8,August,Summer,2,Wednesday,0,0,16:00,16,60,4,NC0281,0,1,0,0
BK00484,2024-08-07,2024,8,August,Summer,2,Wednesday,0,0,17:00,17,45,1,NC0323,0,1,0,0
BK00485,2024-08-07,2024,8,August,Summer,2,Wednesday,0,0,19:00,19,60,3,RC0017,1,0,0,1
BK00486,2024-08-08,2024,8,August,Summer,3,Thursday,0,0,10:00,10,45,5,NC0168,0,0,0,1
